Name,Rtg,Pos,Card,Nation,PAC,SHO,PAS,DRI,DEF,PHY,Link
Ivan Leko,67,CAM,silver,Croatia,36,64,69,65,45,40,https://wefut.com/player/13/156/ivan-leko
Cedric van der Gun,67,ST,silver,Netherlands,70,66,61,73,45,62,https://wefut.com/player/13/67/cedric-van-der-gun
Adil Ramzi,67,LM,silver,Morocco,65,60,68,68,50,61,https://wefut.com/player/13/66/adil-ramzi
Timo Achenbach,67,LB,silver,Germany,66,64,66,66,68,65,https://wefut.com/player/13/50/timo-achenbach
Boadu Maxwell Acosty,66,RM,silverrare,Ghana,82,63,60,73,41,54,https://wefut.com/player/13/14202/boadu-maxwell-acosty
Benik Afobe,66,ST,silverrare,England,84,64,49,65,35,66,https://wefut.com/player/13/13555/benik-afobe
Gianvito Plasmati,66,ST,silverrare,Italy,61,59,53,55,49,78,https://wefut.com/player/13/12778/gianvito-plasmati
Benik Afobe,66,ST,silverrare,England,84,64,49,65,35,66,https://wefut.com/player/13/12720/benik-afobe
Theo Robinson,66,ST,silverrare,England,89,61,49,63,47,49,https://wefut.com/player/13/12719/theo-robinson
Mamady Sidibe,66,ST,silverrare,Mali,52,62,53,65,48,72,https://wefut.com/player/13/12676/mamady-sidibe
Bartosz Salamon,66,CB,silverrare,Poland,62,56,70,62,63,72,https://wefut.com/player/13/12541/bartosz-salamon
Danny Califf,66,CB,silverrare,United States,37,39,45,41,69,71,https://wefut.com/player/13/12041/danny-califf
Nouha Dicko,66,RW,silverrare,France,85,61,54,70,41,52,https://wefut.com/player/13/11868/nouha-dicko
Innocent Emeghara,66,LW,silverrare,Switzerland,91,58,54,69,41,63,https://wefut.com/player/13/11859/innocent-emeghara
Mamady Sidibe,66,ST,silverrare,Mali,52,62,53,65,48,72,https://wefut.com/player/13/11491/mamady-sidibe
Quincy Antipas,66,ST,silverrare,Zimbabwe,87,55,47,62,45,68,https://wefut.com/player/13/11458/quincy-antipas
Stefano Magnasco,66,RB,silverrare,Chile,81,35,62,64,65,64,https://wefut.com/player/13/10694/stefano-magnasco
Juan Cázares,66,CAM,silverrare,Ecuador,68,53,75,68,46,54,https://wefut.com/player/13/10370/juan-cazares
Mitchell Dijks,66,LB,silverrare,Netherlands,73,41,63,60,68,62,https://wefut.com/player/13/10361/mitchell-dijks
Mike van Duinen,66,ST,silverrare,Netherlands,72,62,48,62,37,66,https://wefut.com/player/13/9953/mike-van-duinen
Nouha Dicko,66,RW,silverrare,France,85,61,54,70,41,52,https://wefut.com/player/13/9942/nouha-dicko
Vadillo,66,RW,silverrare,Spain,86,55,54,77,35,49,https://wefut.com/player/13/9780/vadillo
John Anthony Brooks,66,CB,silverrare,United States,65,43,51,42,64,72,https://wefut.com/player/13/9595/john-anthony-brooks
Alban Meha,66,RM,silverrare,Albania,76,66,63,70,49,50,https://wefut.com/player/13/9532/alban-meha
Virgil Misidjan,66,RW,silverrare,Netherlands,85,57,58,73,30,42,https://wefut.com/player/13/9514/virgil-misidjan
Felix Klaus,66,RM,silverrare,Germany,82,63,61,70,32,50,https://wefut.com/player/13/9081/felix-klaus
Darlington Nagbe,66,CF,silverrare,Liberia,87,62,57,71,49,64,https://wefut.com/player/13/9078/darlington-nagbe
Benik Afobe,66,ST,silverrare,England,84,64,49,65,35,66,https://wefut.com/player/13/9068/benik-afobe
Anthony Limbombe,66,RM,silverrare,Belgium,86,52,59,71,37,48,https://wefut.com/player/13/9036/anthony-limbombe
Nigel Hasselbaink,66,ST,silverrare,Netherlands,90,62,56,73,44,61,https://wefut.com/player/13/8939/nigel-hasselbaink
Nicklas Helenius,66,ST,silverrare,Denmark,71,65,56,60,36,60,https://wefut.com/player/13/8930/nicklas-helenius
Tomislav Puljic,66,CB,silverrare,Croatia,44,44,54,44,69,79,https://wefut.com/player/13/8797/tomislav-puljic
Camilo,66,LW,silverrare,Brazil,76,66,61,75,40,60,https://wefut.com/player/13/8718/camilo
Kaj Ramsteijn,66,CB,silverrare,Netherlands,49,47,58,55,67,64,https://wefut.com/player/13/8524/kaj-ramsteijn
Adli Lachheb,66,CB,silverrare,Tunisia,54,34,31,36,69,66,https://wefut.com/player/13/8469/adli-lachheb
Christopher Quiring,66,RM,silverrare,Germany,83,60,57,71,37,49,https://wefut.com/player/13/8347/christopher-quiring
Simone Romagnoli,66,CB,silverrare,Italy,52,40,46,49,68,74,https://wefut.com/player/13/8320/simone-romagnoli
Boadu Maxwell Acosty,66,RM,silverrare,Ghana,82,63,60,73,41,54,https://wefut.com/player/13/8146/boadu-maxwell-acosty
Quincy Antipas,66,ST,silverrare,Zimbabwe,87,55,47,62,45,68,https://wefut.com/player/13/7982/quincy-antipas
Florian Kainz,66,CAM,silverrare,Austria,83,58,60,74,42,54,https://wefut.com/player/13/7931/florian-kainz
Mathew Leckie,66,ST,silverrare,Australia,86,64,55,70,36,62,https://wefut.com/player/13/7930/mathew-leckie
Alessio Viola,66,CF,silverrare,Italy,84,61,60,71,44,60,https://wefut.com/player/13/7808/alessio-viola
Michał Czekaj,66,CB,silverrare,Poland,52,44,52,53,70,69,https://wefut.com/player/13/7792/michal-czekaj
Dodô,66,LB,silverrare,Brazil,81,57,65,73,63,54,https://wefut.com/player/13/7700/dodo
Charlton Vicento,66,LW,silverrare,Netherlands,87,60,57,70,38,58,https://wefut.com/player/13/7625/charlton-vicento
Kyle Bennett,66,RM,silverrare,England,82,59,62,71,45,41,https://wefut.com/player/13/7599/kyle-bennett
Shane Duffy,66,CB,silverrare,Republic of Ireland,52,32,47,33,66,67,https://wefut.com/player/13/7466/shane-duffy
Héctor Yuste,66,CDM,silverrare,Spain,64,49,64,57,63,66,https://wefut.com/player/13/7426/hector-yuste
Christopher Buchtmann,66,LM,silverrare,Germany,81,66,60,71,49,56,https://wefut.com/player/13/7386/christopher-buchtmann
Henrique,66,RW,silverrare,Brazil,86,53,50,74,36,23,https://wefut.com/player/13/7381/henrique
Genaro Snijders,66,LW,silverrare,Netherlands,89,59,50,72,32,40,https://wefut.com/player/13/7221/genaro-snijders
Everton,66,LB,silverrare,Brazil,81,65,70,81,63,55,https://wefut.com/player/13/7128/everton
Michail Antonio,66,RM,silverrare,England,89,61,58,70,44,60,https://wefut.com/player/13/7082/michail-antonio
Sheanon Williams,66,RB,silverrare,United States,82,51,58,63,65,60,https://wefut.com/player/13/7036/sheanon-williams
Palanca,66,LM,silverrare,Spain,81,61,56,73,45,56,https://wefut.com/player/13/7023/palanca
Reynaldo,66,RM,silverrare,Brazil,82,63,62,73,34,52,https://wefut.com/player/13/7001/reynaldo
Bartosz Salamon,66,CDM,silverrare,Poland,62,56,70,62,63,72,https://wefut.com/player/13/6799/bartosz-salamon
Daniel Brosinski,66,RM,silverrare,Germany,89,62,62,68,45,62,https://wefut.com/player/13/6642/daniel-brosinski
Diego Polenta,66,CB,silverrare,Uruguay,61,40,49,42,68,72,https://wefut.com/player/13/6532/diego-polenta
Steeven Joseph-Monrose,66,RM,silverrare,France,82,63,60,70,43,64,https://wefut.com/player/13/6520/steeven-joseph-monrose
Francisco Acuña,66,RM,silverrare,Mexico,82,55,62,72,41,53,https://wefut.com/player/13/6345/francisco-acuna
Freddie Sears,66,ST,silverrare,England,81,63,47,69,36,53,https://wefut.com/player/13/6315/freddie-sears
Innocent Emeghara,66,ST,silverrare,Switzerland,91,58,54,69,41,63,https://wefut.com/player/13/6273/innocent-emeghara
Jackson,66,RM,silverrare,Brazil,82,55,56,68,64,64,https://wefut.com/player/13/5974/jackson
Chris Malonga,66,CAM,silverrare,Congo,90,62,56,68,35,63,https://wefut.com/player/13/5920/chris-malonga
Roberto Juárez,66,CB,silverrare,Mexico,62,38,57,58,69,70,https://wefut.com/player/13/5752/roberto-juarez
Christian Strohdiek,66,CB,silverrare,Germany,61,19,38,37,67,68,https://wefut.com/player/13/5693/christian-strohdiek
Dario Vidosic,66,CAM,silverrare,Australia,82,65,67,69,49,56,https://wefut.com/player/13/5638/dario-vidosic
Fredrik Carlsen,66,CM,silverrare,Norway,68,49,64,59,73,65,https://wefut.com/player/13/5534/fredrik-carlsen
Ceyhun Gülselam,66,CB,silverrare,Turkey,63,59,57,40,69,71,https://wefut.com/player/13/5255/ceyhun-gulselam
Kevin Schindler,66,RM,silverrare,Germany,88,65,63,63,46,65,https://wefut.com/player/13/5254/kevin-schindler
Gianvito Plasmati,66,ST,silverrare,Italy,61,59,53,55,49,78,https://wefut.com/player/13/4962/gianvito-plasmati
Mattias Östberg,66,CB,silverrare,Sweden,54,27,38,29,72,70,https://wefut.com/player/13/4702/mattias-ostberg
Jahmir Hyka,66,CAM,silverrare,Albania,81,54,56,72,41,44,https://wefut.com/player/13/4675/jahmir-hyka
Kim Chang Soo,66,RB,silverrare,Korea Republic,85,56,65,59,65,69,https://wefut.com/player/13/4630/kim-chang-soo
Rafał Grodzicki,66,CB,silverrare,Poland,44,37,50,32,72,57,https://wefut.com/player/13/4602/rafal-grodzicki
Marvell Wynne,66,CB,silverrare,United States,93,49,50,55,64,73,https://wefut.com/player/13/4600/marvell-wynne
Victor Bernárdez,66,CB,silverrare,Honduras,51,51,58,37,68,71,https://wefut.com/player/13/4518/victor-bernardez
Mark Millar,66,CM,silverrare,Scotland,68,64,66,68,61,62,https://wefut.com/player/13/4454/mark-millar
Maxime Biset,66,CB,silverrare,Belgium,46,47,53,50,67,68,https://wefut.com/player/13/4128/maxime-biset
Theo Robinson,66,ST,silverrare,England,89,61,49,63,47,49,https://wefut.com/player/13/4051/theo-robinson
Nico Zimmermann,66,RM,silverrare,Germany,75,64,64,67,44,52,https://wefut.com/player/13/3969/nico-zimmermann
Patrick Bürger,66,ST,silverrare,Austria,68,70,44,59,40,84,https://wefut.com/player/13/3848/patrick-burger
Dmitriy Belorukov,66,CB,silverrare,Russia,33,39,62,50,68,68,https://wefut.com/player/13/3723/dmitriy-belorukov
Jacobo,66,LM,silverrare,Spain,79,70,61,79,41,59,https://wefut.com/player/13/3562/jacobo
Paul Gallagher,66,RM,silverrare,Scotland,67,71,60,70,53,52,https://wefut.com/player/13/3283/paul-gallagher
Florian Klein,66,RB,silverrare,Austria,83,52,64,67,64,56,https://wefut.com/player/13/3186/florian-klein
Justin Hoyte,66,RB,silverrare,England,84,33,59,57,64,64,https://wefut.com/player/13/3185/justin-hoyte
Alfredo González Tahuilán,66,CB,silverrare,Mexico,51,48,44,40,68,73,https://wefut.com/player/13/3164/alfredo-gonzalez-tahuilan
Péter Kovács,66,ST,silverrare,Hungary,53,62,44,50,51,70,https://wefut.com/player/13/2572/peter-kovacs
Manuel Ortlechner,66,CB,silverrare,Austria,53,29,52,42,65,82,https://wefut.com/player/13/2540/manuel-ortlechner
Kari Arkivuo,66,LB,silverrare,Finland,75,57,61,72,67,59,https://wefut.com/player/13/2504/kari-arkivuo
Mark Looms,66,LB,silverrare,Netherlands,58,34,59,58,67,65,https://wefut.com/player/13/2346/mark-looms
Jarosław Bieniuk,66,CB,silverrare,Poland,42,36,53,42,68,68,https://wefut.com/player/13/2337/jaroslaw-bieniuk
Seyi Olofinjana,66,CDM,silverrare,Nigeria,54,53,65,58,68,67,https://wefut.com/player/13/2331/seyi-olofinjana
Rafita,66,RB,silverrare,Spain,83,54,57,67,64,59,https://wefut.com/player/13/2217/rafita
Susaeta,66,RM,silverrare,Spain,60,69,72,66,45,48,https://wefut.com/player/13/2192/susaeta
Sutil,66,LM,silverrare,Spain,64,63,74,65,46,52,https://wefut.com/player/13/2126/sutil
Jair Benítez,66,LB,silverrare,Colombia,83,54,61,66,67,64,https://wefut.com/player/13/2078/jair-benitez
Lloyd Dyer,66,LM,silverrare,England,88,54,65,69,39,45,https://wefut.com/player/13/1735/lloyd-dyer
Richard Foster,66,RB,silverrare,Scotland,84,34,58,62,65,70,https://wefut.com/player/13/1734/richard-foster
Chadli Amri,66,RM,silverrare,Algeria,51,48,48,49,69,62,https://wefut.com/player/13/1701/christian-stuff
Christophe Lepoint,66,CM,silverrare,Belgium,69,62,58,66,69,75,https://wefut.com/player/13/1644/christophe-lepoint
Liam Feeney,66,RM,silverrare,England,87,54,57,70,45,51,https://wefut.com/player/13/1244/liam-feeney
Mamady Sidibe,66,ST,silverrare,Mali,52,62,53,65,48,72,https://wefut.com/player/13/965/mamady-sidibe
Danny Shittu,66,CB,silverrare,Nigeria,50,30,37,42,67,76,https://wefut.com/player/13/909/danny-shittu
Björn Schlicke,66,CB,silverrare,Germany,32,44,53,45,68,69,https://wefut.com/player/13/776/bjorn-schlicke
Peter Clarke,66,CB,silverrare,England,42,32,41,38,70,72,https://wefut.com/player/13/756/peter-clarke
Emanuele Berrettoni,66,CF,silverrare,Italy,83,59,49,73,35,55,https://wefut.com/player/13/717/emanuele-berrettoni
Louay Chanko,66,CM,silverrare,Syria,59,62,70,66,64,63,https://wefut.com/player/13/625/louay-chanko
Danny Califf,66,CB,silverrare,United States,37,39,45,41,69,71,https://wefut.com/player/13/544/danny-califf
Fitz Hall,66,CB,silverrare,England,55,43,49,56,64,74,https://wefut.com/player/13/462/fitz-hall
Iain Hume,66,CF,silverrare,Canada,81,67,62,67,44,68,https://wefut.com/player/13/378/iain-hume
Andy Dawson,66,LB,silverrare,England,41,55,62,57,68,63,https://wefut.com/player/13/260/andy-dawson
Paul Alo'o Efoulou,66,ST,silver,Cameroon,74,65,61,68,39,68,https://wefut.com/player/13/14228/paul-alo-o-efoulou
Ibrahima Conté,66,CAM,silver,Guinea,77,55,61,74,46,46,https://wefut.com/player/13/14227/ibrahima-conte
Pablo Chavarría,66,RW,silver,Argentina,81,60,62,65,44,66,https://wefut.com/player/13/14226/pablo-chavarria
Ryan Noble,66,ST,silver,England,79,65,43,64,34,55,https://wefut.com/player/13/14205/ryan-noble
Agostino Garofalo,66,LB,silver,Italy,67,54,60,62,66,63,https://wefut.com/player/13/14204/agostino-garofalo
Lee Hodson,66,RB,silver,Northern Ireland,69,49,64,66,64,58,https://wefut.com/player/13/14203/lee-hodson
Carlos Acuña,66,ST,silver,Paraguay,80,61,52,72,40,74,https://wefut.com/player/13/14201/carlos-acuna
Thibaut Van Acker,66,CDM,silver,Belgium,66,54,64,62,64,60,https://wefut.com/player/13/13844/thibaut-van-acker
Artur Jędrzejczyk,66,RB,silver,Poland,69,48,57,62,67,68,https://wefut.com/player/13/13702/artur-jedrzejczyk
Joachim Mununga,66,RW,silver,DR Congo,82,60,60,69,49,69,https://wefut.com/player/13/13701/joachim-mununga
Rachid Farssi,66,LM,silver,Morocco,71,58,66,66,61,57,https://wefut.com/player/13/13700/rachid-farssi
Kamohelo Mokotjo,66,CM,silver,South Africa,68,49,66,69,61,53,https://wefut.com/player/13/13699/kamohelo-mokotjo
Alan Judge,66,RM,silver,Republic of Ireland,77,64,64,72,39,55,https://wefut.com/player/13/13697/alan-judge
Cabral,66,CM,silver,Switzerland,70,51,65,61,70,75,https://wefut.com/player/13/13696/cabral
Chris Taylor,66,LM,silver,England,78,59,63,69,47,58,https://wefut.com/player/13/13695/chris-taylor
Ishmael Miller,66,ST,silver,England,76,60,46,63,43,66,https://wefut.com/player/13/13694/ishmael-miller
Bobby Convey,66,LW,silver,United States,71,59,64,66,59,46,https://wefut.com/player/13/13692/bobby-convey
Adam Johansson,66,RB,silver,Sweden,76,45,61,63,67,52,https://wefut.com/player/13/13691/adam-johansson
Ramón Núñez,66,CAM,silver,Honduras,77,68,64,66,43,45,https://wefut.com/player/13/13690/ramon-nunez
Dani Toribio,66,CDM,silver,Spain,67,50,59,54,66,58,https://wefut.com/player/13/12781/dani-toribio
Vladimir Dvalishvili,66,CF,silver,Georgia,76,61,62,68,44,66,https://wefut.com/player/13/12780/vladimir-dvalishvili
Giuseppe Greco,66,ST,silver,Italy,74,59,51,65,48,66,https://wefut.com/player/13/12779/giuseppe-greco
Maurizio Ciaramitaro,66,CM,silver,Italy,65,54,70,63,61,59,https://wefut.com/player/13/12721/maurizio-ciaramitaro
Brian Howard,66,CAM,silver,England,51,62,70,65,47,54,https://wefut.com/player/13/12718/brian-howard
Alexander Kacaniklic,66,LM,silver,Sweden,77,59,60,71,40,50,https://wefut.com/player/13/12717/alexander-kacaniklic
Matteo Mandorlini,66,CM,silver,Italy,70,53,68,63,54,56,https://wefut.com/player/13/12716/matteo-mandorlini
Jason Scotland,66,ST,silver,Trinidad & Tobago,51,63,45,64,46,69,https://wefut.com/player/13/12715/jason-scotland
Jerry Vandam,66,RB,silver,France,68,40,61,61,68,64,https://wefut.com/player/13/12714/jerry-vandam
Hogan Ephraim,66,CAM,silver,England,78,56,67,76,46,43,https://wefut.com/player/13/12543/hogan-ephraim
Carmona,66,LM,silver,Spain,72,61,60,68,36,41,https://wefut.com/player/13/12542/carmona
Muhammed Ildiz,66,CM,silver,Austria,71,55,61,73,68,57,https://wefut.com/player/13/12540/muhammed-ildiz
Rubén Rochina,66,CAM,silver,Spain,70,66,62,70,40,59,https://wefut.com/player/13/12539/ruben-rochina
Nick Blackman,66,ST,silver,England,72,65,59,64,42,68,https://wefut.com/player/13/12538/nick-blackman
Ronald Zubar,66,RB,silver,France,71,46,61,63,67,74,https://wefut.com/player/13/12537/ronald-zubar
Dilly Duka,66,LM,silver,United States,71,59,63,68,52,58,https://wefut.com/player/13/12536/dilly-duka
André Hoffmann,66,CB,silver,Germany,54,30,57,56,68,66,https://wefut.com/player/13/12493/andre-hoffmann
Jorge Larena,66,CAM,silver,Spain,77,45,64,65,64,50,https://wefut.com/player/13/12492/matthias-zimmermann
Mohamed Bangura,66,CF,silver,Sierra Leone,73,64,61,70,41,74,https://wefut.com/player/13/12474/mohamed-bangura
Matteo Abbate,66,RB,silver,Italy,74,37,60,50,67,66,https://wefut.com/player/13/12459/matteo-abbate
Martyn Woolford,66,LM,silver,England,71,64,65,67,42,49,https://wefut.com/player/13/12458/martyn-woolford
Neil Danns,66,CM,silver,England,72,69,69,69,58,59,https://wefut.com/player/13/12457/neil-danns
Andrea Pisanu,66,RM,silver,Italy,74,57,61,68,44,54,https://wefut.com/player/13/12054/andrea-pisanu
Rabiu Ibrahim,66,CAM,silver,Nigeria,75,54,66,72,36,54,https://wefut.com/player/13/12053/rabiu-ibrahim
Ryan Harley,66,CM,silver,England,59,64,68,71,53,62,https://wefut.com/player/13/12052/ryan-harley
Maicon Santos,66,ST,silver,Brazil,62,65,59,67,46,69,https://wefut.com/player/13/12051/maicon-santos
Jeff Parke,66,CB,silver,United States,58,37,50,49,70,72,https://wefut.com/player/13/12050/jeff-parke
Mitchell Weiser,66,RW,silver,Germany,84,52,61,72,41,48,https://wefut.com/player/13/12049/mitchell-weiser
Stephen McGinn,66,CAM,silver,Scotland,72,61,65,70,48,46,https://wefut.com/player/13/12048/stephen-mcginn
Yun Il Lok,66,RW,silver,Korea Republic,70,63,66,68,50,57,https://wefut.com/player/13/12047/yun-il-lok
Lee Seung Gi,66,CAM,silver,Korea Republic,71,65,59,64,46,58,https://wefut.com/player/13/12046/lee-seung-gi
Luis Miguel Noriega,66,CM,silver,Mexico,70,54,64,63,68,68,https://wefut.com/player/13/12044/luis-miguel-noriega
Kalú Gastelum,66,CDM,silver,Mexico,57,53,61,64,66,62,https://wefut.com/player/13/12043/kalu-gastelum
Edson Buddle,66,ST,silver,United States,70,63,52,67,46,70,https://wefut.com/player/13/12042/edson-buddle
Thibaut Van Acker,66,CDM,silver,Belgium,66,54,64,62,64,60,https://wefut.com/player/13/12040/thibaut-van-acker
Mohamed Bangura,66,CF,silver,Sierra Leone,73,64,61,70,41,74,https://wefut.com/player/13/12039/mohamed-bangura
Florian Raspentino,66,RW,silver,Algeria,75,67,57,67,32,65,https://wefut.com/player/13/11963/florian-raspentino
James Coppinger,66,RM,silver,England,69,61,65,70,47,56,https://wefut.com/player/13/11867/james-coppinger
Craig Davies,66,ST,silver,Wales,68,70,33,57,38,76,https://wefut.com/player/13/11865/craig-davies
André Fomitschow,66,LM,silver,Germany,73,60,64,68,59,48,https://wefut.com/player/13/11864/andre-fomitschow
David Pollet,66,ST,silver,Belgium,74,65,47,61,37,77,https://wefut.com/player/13/11863/david-pollet
Carlinhos,66,RB,silver,Brazil,76,44,66,71,64,66,https://wefut.com/player/13/11862/carlinhos
Nick LaBrocca,66,CAM,silver,United States,69,63,69,66,58,61,https://wefut.com/player/13/11860/nick-labrocca
Simon Lappin,66,LM,silver,Scotland,53,56,68,66,60,56,https://wefut.com/player/13/11858/simon-lappin
Michael Tonge,66,CM,silver,England,53,63,70,69,54,53,https://wefut.com/player/13/11492/michael-tonge
Enzo Réale,66,CM,silver,France,72,60,68,73,42,43,https://wefut.com/player/13/11489/enzo-reale
Adam Smith,66,RB,silver,England,73,45,65,63,66,52,https://wefut.com/player/13/11488/adam-smith
Jean-Eudes Maurice,66,ST,silver,France,78,66,58,67,42,64,https://wefut.com/player/13/11456/jean-eudes-maurice
Rémy Ebanega,66,CB,silver,Gabon,64,25,43,39,69,66,https://wefut.com/player/13/10887/remy-ebanega
Marin Tomasov,66,RW,silver,Croatia,73,58,64,68,50,63,https://wefut.com/player/13/10838/marin-tomasov
Mohsen Al Eisa,66,RM,silver,Saudi Arabia,76,53,68,66,51,63,https://wefut.com/player/13/10783/mohsen-al-eisa
André Fomitschow,66,LM,silver,Germany,73,60,64,68,59,48,https://wefut.com/player/13/10757/andre-fomitschow
Carlinhos,66,RB,silver,Brazil,76,44,66,71,64,66,https://wefut.com/player/13/10720/carlinhos
Branimir Hrgota,66,CF,silver,Sweden,77,64,56,71,34,56,https://wefut.com/player/13/10642/branimir-hrgota
Jairo Arrieta,66,ST,silver,Costa Rica,75,63,54,63,39,60,https://wefut.com/player/13/10632/jairo-arrieta
Rochdi Achenteh,66,CM,silver,Netherlands,70,57,68,66,63,58,https://wefut.com/player/13/10627/rochdi-achenteh
Jehad Al Hussain,66,CAM,silver,Syria,68,57,66,62,53,43,https://wefut.com/player/13/10569/jehad-al-hussain
Eysa Al Mahyani,66,ST,silver,Saudi Arabia,71,59,36,54,36,64,https://wefut.com/player/13/10488/eysa-al-mahyani
Marten de Roon,66,CM,silver,Netherlands,67,54,62,64,67,68,https://wefut.com/player/13/10362/marten-de-roon
